DATA,DESPESA,competencia
2010-09-30,174.03,06-2022
2010-10-31,236.87,06-2022
2010-11-30,80.1,06-2022
2010-12-31,119.68,06-2022
2011-01-31,0.0,06-2022
2011-02-28,4091.58,06-2022
2011-03-31,0.0,06-2022
2011-04-30,247.79999999999998,06-2022
2011-05-31,40.94,06-2022
2011-06-30,56.96,06-2022
2011-07-31,0.0,06-2022
2011-08-31,2701.76,06-2022
2011-09-30,19.15,06-2022
2011-10-31,44.5,06-2022
2011-11-30,65.95,06-2022
2011-12-31,571.4300000000001,06-2022
2012-01-31,789.3199999999999,06-2022
2012-02-29,0.0,06-2022
2012-03-31,173.8,06-2022
2012-04-30,403.9,06-2022
2012-05-31,195.47,06-2022
2012-06-30,767.97,06-2022
2012-07-31,172.0,06-2022
2012-08-31,442.2,06-2022
2012-09-30,1475.9,06-2022
2012-10-31,208.45,06-2022
2012-11-30,763.3,06-2022
2012-12-31,617.48,06-2022
2013-01-31,321.98,06-2022
2013-02-28,266.25,06-2022
2013-03-31,334.06,06-2022
2013-04-30,3312.8299999999995,06-2022
2013-05-31,618.26,06-2022
2013-06-30,75.55,06-2022
2013-07-31,941.51,06-2022
2013-08-31,143.57,06-2022
2013-09-30,402.0,06-2022
2013-10-31,426.86,06-2022
2013-11-30,323.75,06-2022
2013-12-31,393.28,06-2022
2014-01-31,334.96,06-2022
2014-02-28,519.13,06-2022
2014-03-31,622.11,06-2022
2014-04-30,6353.959999999999,06-2022
2014-05-31,191.55,06-2022
2014-06-30,587.65,06-2022
2014-07-31,146.0,06-2022
2014-08-31,268.0,06-2022
2014-09-30,146.0,06-2022
2014-10-31,0.0,06-2022
2014-11-30,633.0,06-2022
2014-12-31,918.92,06-2022
2015-01-31,0.0,06-2022
2015-02-28,1692.26,06-2022
2015-03-31,0.0,06-2022
2015-04-30,640.88,06-2022
2015-05-31,2814.56,06-2022
2015-06-30,0.0,06-2022
2015-07-31,0.0,06-2022
2015-08-31,2893.7599999999998,06-2022
2015-09-30,68.28,06-2022
2015-10-31,0.0,06-2022
2015-11-30,894.35,06-2022
2015-12-31,1353.46,06-2022
2016-01-31,1296.68,06-2022
2016-02-29,1754.7,06-2022
2016-03-31,137.39,06-2022
2016-04-30,0.0,06-2022
2016-05-31,562.1800000000001,06-2022
2016-06-30,664.0,06-2022
2016-07-31,303.14,06-2022
2016-08-31,3781.87,06-2022
2016-09-30,1442.6399999999999,06-2022
2016-10-31,708.3900000000001,06-2022
2016-11-30,692.7,06-2022
2016-12-31,1218.72,06-2022
2017-01-31,766.12,06-2022
2017-02-28,270.6,06-2022
2017-03-31,329.67,06-2022
2017-04-30,318.22,06-2022
2017-05-31,0.0,06-2022
2017-06-30,211.64,06-2022
2017-07-31,440.0,06-2022
2017-08-31,77.63,06-2022
2017-09-30,641.3599999999999,06-2022
2017-10-31,797.36,06-2022
2017-11-30,283.0,06-2022
2017-12-31,0.0,06-2022
2018-01-31,334.48,06-2022
2018-02-28,0.0,06-2022
2018-03-31,1726.16,06-2022
2018-04-30,1197.01,06-2022
2018-05-31,1155.03,06-2022
2018-06-30,285.0,06-2022
2018-07-31,791.41,06-2022
2018-08-31,423.1,06-2022
2018-09-30,1298.37,06-2022
2018-10-31,1178.6,06-2022
2018-11-30,1123.06,06-2022
2018-12-31,605.53,06-2022
2019-01-31,0.0,06-2022
2019-02-28,756.53,06-2022
2019-03-31,1522.15,06-2022
2019-04-30,780.53,06-2022
2019-05-31,100.0,06-2022
2019-06-30,362.72,06-2022
2019-07-31,0.0,06-2022
2019-08-31,416.0,06-2022
2019-09-30,0.0,06-2022
2019-10-31,0.0,06-2022
2019-11-30,305.09000000000003,06-2022
2019-12-31,1096.6,06-2022
2020-01-31,2033.41,06-2022
2020-02-29,5841.84,06-2022
2020-03-31,1348.39,06-2022
2020-04-30,223.29,06-2022
2020-05-31,1762.61,06-2022
2020-06-30,371.6,06-2022
2020-07-31,3014.49,06-2022
2020-08-31,5627.44,06-2022
2020-09-30,1355.0,06-2022
2020-10-31,766.31,06-2022
2020-11-30,6467.799999999999,06-2022
2020-12-31,3379.56,06-2022
2021-01-31,2855.08,06-2022
2021-02-28,4981.7,06-2022
2021-03-31,207.8,06-2022
2021-04-30,2169.65,06-2022
2021-05-31,1996.29,06-2022
2021-06-30,3907.05,06-2022
2021-07-31,1776.54,06-2022
2021-08-31,5661.299999999999,06-2022
2021-09-30,7687.39,06-2022
2021-10-31,17408.8,06-2022
2021-11-30,24040.0,06-2022
2021-12-31,23600.15,06-2022
2022-01-31,11824.41,06-2022
2022-02-28,17614.57,06-2022
2022-03-31,11280.5,06-2022
2022-04-30,280698.58,06-2022
2022-05-31,1654498.3800000001,06-2022
2022-06-30,4130982.95,06-2022
2006-11-30,113.4,06-2023
2006-12-31,3074.0899999999997,06-2023
2007-01-31,1747.37,06-2023
2007-02-28,0.0,06-2023
2007-03-31,2346.06,06-2023
2007-04-30,415.8,06-2023
2007-05-31,594.48,06-2023
2007-06-30,389.79,06-2023
2007-07-31,422.08,06-2023
2007-08-31,0.0,06-2023
2007-09-30,0.0,06-2023
2007-10-31,155.6,06-2023
2007-11-30,0.0,06-2023
2007-12-31,32.63,06-2023
2008-01-31,0.0,06-2023
2008-02-29,0.0,06-2023
2008-03-31,40.0,06-2023
2008-04-30,0.0,06-2023
2008-05-31,0.0,06-2023
2008-06-30,0.0,06-2023
2008-07-31,0.0,06-2023
2008-08-31,0.0,06-2023
2008-09-30,0.0,06-2023
2008-10-31,84.0,06-2023
2008-11-30,42.0,06-2023
2008-12-31,875.0,06-2023
2009-01-31,293.41999999999996,06-2023
2009-02-28,0.0,06-2023
2009-03-31,0.0,06-2023
2009-04-30,42.0,06-2023
2009-05-31,0.0,06-2023
2009-06-30,0.0,06-2023
2009-07-31,0.0,06-2023
2009-08-31,900.0,06-2023
2009-09-30,0.0,06-2023
2009-10-31,646.68,06-2023
2009-11-30,351.1,06-2023
2009-12-31,0.0,06-2023
2010-01-31,3007.06,06-2023
2010-02-28,0.0,06-2023
2010-03-31,0.0,06-2023
2010-04-30,1027.72,06-2023
2010-05-31,0.0,06-2023
2010-06-30,32.25,06-2023
2010-07-31,0.0,06-2023
2010-08-31,0.0,06-2023
2010-09-30,174.03,06-2023
2010-10-31,236.87,06-2023
2010-11-30,80.1,06-2023
2010-12-31,119.68,06-2023
2011-01-31,0.0,06-2023
2011-02-28,4091.58,06-2023
2011-03-31,0.0,06-2023
2011-04-30,247.79999999999998,06-2023
2011-05-31,40.94,06-2023
2011-06-30,56.96,06-2023
2011-07-31,0.0,06-2023
2011-08-31,2701.76,06-2023
2011-09-30,19.15,06-2023
2011-10-31,44.5,06-2023
2011-11-30,65.95,06-2023
2011-12-31,571.4300000000001,06-2023
2012-01-31,789.3199999999999,06-2023
2012-02-29,0.0,06-2023
2012-03-31,173.8,06-2023
2012-04-30,403.9,06-2023
2012-05-31,195.47,06-2023
2012-06-30,767.97,06-2023
2012-07-31,172.0,06-2023
2012-08-31,442.2,06-2023
2012-09-30,1475.9,06-2023
2012-10-31,208.45,06-2023
2012-11-30,763.3,06-2023
2012-12-31,617.48,06-2023
2013-01-31,321.98,06-2023
2013-02-28,266.25,06-2023
2013-03-31,334.06,06-2023
2013-04-30,3312.8299999999995,06-2023
2013-05-31,618.26,06-2023
2013-06-30,75.55,06-2023
2013-07-31,941.51,06-2023
2013-08-31,143.57,06-2023
2013-09-30,402.0,06-2023
2013-10-31,426.86,06-2023
2013-11-30,323.75,06-2023
2013-12-31,393.28,06-2023
2014-01-31,334.96,06-2023
2014-02-28,519.13,06-2023
2014-03-31,622.11,06-2023
2014-04-30,6353.959999999999,06-2023
2014-05-31,191.55,06-2023
2014-06-30,587.65,06-2023
2014-07-31,146.0,06-2023
2014-08-31,268.0,06-2023
2014-09-30,146.0,06-2023
2014-10-31,0.0,06-2023
2014-11-30,633.0,06-2023
2014-12-31,918.92,06-2023
2015-01-31,0.0,06-2023
2015-02-28,1692.26,06-2023
2015-03-31,0.0,06-2023
2015-04-30,640.88,06-2023
2015-05-31,2814.56,06-2023
2015-06-30,0.0,06-2023
2015-07-31,0.0,06-2023
2015-08-31,2893.7599999999998,06-2023
2015-09-30,68.28,06-2023
2015-10-31,0.0,06-2023
2015-11-30,894.35,06-2023
2015-12-31,1353.46,06-2023
2016-01-31,1296.68,06-2023
2016-02-29,1754.7,06-2023
2016-03-31,137.39,06-2023
2016-04-30,0.0,06-2023
2016-05-31,562.1800000000001,06-2023
2016-06-30,664.0,06-2023
2016-07-31,303.14,06-2023
2016-08-31,3781.87,06-2023
2016-09-30,1442.6399999999999,06-2023
2016-10-31,708.3900000000001,06-2023
2016-11-30,692.7,06-2023
2016-12-31,1218.72,06-2023
2017-01-31,766.12,06-2023
2017-02-28,270.6,06-2023
2017-03-31,329.67,06-2023
2017-04-30,318.22,06-2023
2017-05-31,0.0,06-2023
2017-06-30,211.64,06-2023
2017-07-31,440.0,06-2023
2017-08-31,77.63,06-2023
2017-09-30,641.3599999999999,06-2023
2017-10-31,797.36,06-2023
2017-11-30,283.0,06-2023
2017-12-31,0.0,06-2023
2018-01-31,334.48,06-2023
2018-02-28,0.0,06-2023
2018-03-31,1726.16,06-2023
2018-04-30,1197.01,06-2023
2018-05-31,1155.03,06-2023
2018-06-30,285.0,06-2023
2018-07-31,791.41,06-2023
2018-08-31,423.1,06-2023
2018-09-30,1298.37,06-2023
2018-10-31,1178.6,06-2023
2018-11-30,1123.06,06-2023
2018-12-31,605.53,06-2023
2019-01-31,0.0,06-2023
2019-02-28,571.96,06-2023
2019-03-31,1522.15,06-2023
2019-04-30,115.5,06-2023
2019-05-31,0.0,06-2023
2019-06-30,362.72,06-2023
2019-07-31,0.0,06-2023
2019-08-31,416.0,06-2023
2019-09-30,0.0,06-2023
2019-10-31,0.0,06-2023
2019-11-30,305.09000000000003,06-2023
2019-12-31,1096.6,06-2023
2020-01-31,2033.41,06-2023
2020-02-29,5841.84,06-2023
2020-03-31,1348.39,06-2023
2020-04-30,223.29,06-2023
2020-05-31,1762.61,06-2023
2020-06-30,371.6,06-2023
2020-07-31,3014.49,06-2023
2020-08-31,4376.7699999999995,06-2023
2020-09-30,1355.0,06-2023
2020-10-31,478.51,06-2023
2020-11-30,6467.799999999999,06-2023
2020-12-31,3379.56,06-2023
2021-01-31,2647.2799999999997,06-2023
2021-02-28,4877.8,06-2023
2021-03-31,0.0,06-2023
2021-04-30,2169.65,06-2023
2021-05-31,1996.29,06-2023
2021-06-30,3518.28,06-2023
2021-07-31,868.1700000000001,06-2023
2021-08-31,4106.34,06-2023
2021-09-30,5805.68,06-2023
2021-10-31,8844.05,06-2023
2021-11-30,20762.16,06-2023
2021-12-31,4918.01,06-2023
2022-01-31,2800.83,06-2023
2022-02-28,7095.93,06-2023
2022-03-31,500.84,06-2023
2022-04-30,187.04,06-2023
2022-05-31,6675.91,06-2023
2022-06-30,17666.47,06-2023
2022-07-31,7205.83,06-2023
2022-08-31,9916.1,06-2023
2022-09-30,738.1399999999999,06-2023
2022-10-31,6794.18,06-2023
2022-11-30,4596.82,06-2023
2022-12-31,11369.76,06-2023
2023-01-31,20243.86,06-2023
2023-02-28,7802.23,06-2023
2023-03-31,17253.29,06-2023
2023-04-30,90838.37999999999,06-2023
2023-05-31,45887.32,06-2023
2023-06-30,5460354.93,06-2023
2006-11-30,113.4,07-2022
2006-12-31,3074.0899999999997,07-2022
2007-01-31,1747.37,07-2022
2007-02-28,0.0,07-2022
2007-03-31,2346.06,07-2022
2007-04-30,415.8,07-2022
2007-05-31,594.48,07-2022
2007-06-30,389.79,07-2022
2007-07-31,422.08,07-2022
2007-08-31,0.0,07-2022
2007-09-30,0.0,07-2022
2007-10-31,155.6,07-2022
2007-11-30,0.0,07-2022
2007-12-31,32.63,07-2022
2008-01-31,0.0,07-2022
2008-02-29,0.0,07-2022
2008-03-31,40.0,07-2022
2008-04-30,0.0,07-2022
2008-05-31,0.0,07-2022
2008-06-30,0.0,07-2022
2008-07-31,0.0,07-2022
2008-08-31,0.0,07-2022
2008-09-30,0.0,07-2022
2008-10-31,84.0,07-2022
2008-11-30,42.0,07-2022
2008-12-31,875.0,07-2022
2009-01-31,293.41999999999996,07-2022
2009-02-28,0.0,07-2022
2009-03-31,0.0,07-2022
2009-04-30,42.0,07-2022
2009-05-31,0.0,07-2022
2009-06-30,0.0,07-2022
2009-07-31,0.0,07-2022
2009-08-31,900.0,07-2022
2009-09-30,0.0,07-2022
2009-10-31,646.68,07-2022
2009-11-30,351.1,07-2022
2009-12-31,0.0,07-2022
2010-01-31,3007.06,07-2022
2010-02-28,0.0,07-2022
2010-03-31,0.0,07-2022
2010-04-30,1027.72,07-2022
2010-05-31,0.0,07-2022
2010-06-30,32.25,07-2022
2010-07-31,0.0,07-2022
2010-08-31,0.0,07-2022
2010-09-30,174.03,07-2022
2010-10-31,236.87,07-2022
2010-11-30,80.1,07-2022
2010-12-31,119.68,07-2022
2011-01-31,0.0,07-2022
2011-02-28,4091.58,07-2022
2011-03-31,0.0,07-2022
2011-04-30,247.79999999999998,07-2022
2011-05-31,40.94,07-2022
2011-06-30,56.96,07-2022
2011-07-31,0.0,07-2022
2011-08-31,2701.76,07-2022
2011-09-30,19.15,07-2022
2011-10-31,44.5,07-2022
2011-11-30,65.95,07-2022
2011-12-31,571.4300000000001,07-2022
2012-01-31,789.3199999999999,07-2022
2012-02-29,0.0,07-2022
2012-03-31,173.8,07-2022
2012-04-30,403.9,07-2022
2012-05-31,195.47,07-2022
2012-06-30,767.97,07-2022
2012-07-31,172.0,07-2022
2012-08-31,442.2,07-2022
2012-09-30,1475.9,07-2022
2012-10-31,208.45,07-2022
2012-11-30,763.3,07-2022
2012-12-31,617.48,07-2022
2013-01-31,321.98,07-2022
2013-02-28,266.25,07-2022
2013-03-31,334.06,07-2022
2013-04-30,3312.8299999999995,07-2022
2013-05-31,618.26,07-2022
2013-06-30,75.55,07-2022
2013-07-31,941.51,07-2022
2013-08-31,143.57,07-2022
2013-09-30,402.0,07-2022
2013-10-31,426.86,07-2022
2013-11-30,323.75,07-2022
2013-12-31,393.28,07-2022
2014-01-31,334.96,07-2022
2014-02-28,519.13,07-2022
2014-03-31,622.11,07-2022
2014-04-30,6353.959999999999,07-2022
2014-05-31,191.55,07-2022
2014-06-30,587.65,07-2022
2014-07-31,146.0,07-2022
2014-08-31,268.0,07-2022
2014-09-30,146.0,07-2022
2014-10-31,0.0,07-2022
2014-11-30,633.0,07-2022
2014-12-31,918.92,07-2022
2015-01-31,0.0,07-2022
2015-02-28,1692.26,07-2022
2015-03-31,0.0,07-2022
2015-04-30,640.88,07-2022
2015-05-31,2814.56,07-2022
2015-06-30,0.0,07-2022
2015-07-31,0.0,07-2022
2015-08-31,2893.7599999999998,07-2022
2015-09-30,68.28,07-2022
2015-10-31,0.0,07-2022
2015-11-30,894.35,07-2022
2015-12-31,1353.46,07-2022
2016-01-31,1296.68,07-2022
2016-02-29,1754.7,07-2022
2016-03-31,137.39,07-2022
2016-04-30,0.0,07-2022
2016-05-31,562.1800000000001,07-2022
2016-06-30,664.0,07-2022
2016-07-31,303.14,07-2022
2016-08-31,3781.87,07-2022
2016-09-30,1442.6399999999999,07-2022
2016-10-31,708.3900000000001,07-2022
2016-11-30,692.7,07-2022
2016-12-31,1218.72,07-2022
2017-01-31,766.12,07-2022
2017-02-28,270.6,07-2022
2017-03-31,329.67,07-2022
2017-04-30,318.22,07-2022
2017-05-31,0.0,07-2022
2017-06-30,211.64,07-2022
2017-07-31,440.0,07-2022
2017-08-31,77.63,07-2022
2017-09-30,641.3599999999999,07-2022
2017-10-31,797.36,07-2022
2017-11-30,283.0,07-2022
2017-12-31,0.0,07-2022
2018-01-31,334.48,07-2022
2018-02-28,0.0,07-2022
2018-03-31,1726.16,07-2022
2018-04-30,1197.01,07-2022
2018-05-31,1155.03,07-2022
2018-06-30,285.0,07-2022
2018-07-31,791.41,07-2022
2018-08-31,423.1,07-2022
2018-09-30,1298.37,07-2022
2018-10-31,1178.6,07-2022
2018-11-30,1123.06,07-2022
2018-12-31,605.53,07-2022
2019-01-31,0.0,07-2022
2019-02-28,756.53,07-2022
2019-03-31,1522.15,07-2022
2019-04-30,115.5,07-2022
2019-05-31,100.0,07-2022
2019-06-30,362.72,07-2022
2019-07-31,0.0,07-2022
2019-08-31,416.0,07-2022
2019-09-30,0.0,07-2022
2019-10-31,0.0,07-2022
2019-11-30,305.09000000000003,07-2022
2019-12-31,1096.6,07-2022
2020-01-31,2033.41,07-2022
2020-02-29,5841.84,07-2022
2020-03-31,1348.39,07-2022
2020-04-30,223.29,07-2022
2020-05-31,1762.61,07-2022
2020-06-30,371.6,07-2022
2020-07-31,3014.49,07-2022
2020-08-31,5627.44,07-2022
2020-09-30,1355.0,07-2022
2020-10-31,766.31,07-2022
2020-11-30,6467.799999999999,07-2022
2020-12-31,3379.56,07-2022
2021-01-31,2855.08,07-2022
2021-02-28,4981.7,07-2022
2021-03-31,207.8,07-2022
2021-04-30,2169.65,07-2022
2021-05-31,1996.29,07-2022
2021-06-30,3907.05,07-2022
2021-07-31,1776.54,07-2022
2021-08-31,5661.299999999999,07-2022
2021-09-30,7121.63,07-2022
2021-10-31,15187.09,07-2022
2021-11-30,21423.17,07-2022
2021-12-31,6765.21,07-2022
2022-01-31,8510.42,07-2022
2022-02-28,14855.63,07-2022
2022-03-31,6888.1,07-2022
2022-04-30,9717.21,07-2022
2022-05-31,238323.98,07-2022
2022-06-30,200832.25,07-2022
2022-07-31,4307131.46,07-2022
2006-11-30,113.4,07-2023
2006-12-31,3074.0899999999997,07-2023
2007-01-31,1747.37,07-2023
2007-02-28,0.0,07-2023
2007-03-31,2346.06,07-2023
2007-04-30,415.8,07-2023
2007-05-31,594.48,07-2023
2007-06-30,389.79,07-2023
2007-07-31,422.08,07-2023
2007-08-31,0.0,07-2023
2007-09-30,0.0,07-2023
2007-10-31,155.6,07-2023
2007-11-30,0.0,07-2023
2007-12-31,32.63,07-2023
2008-01-31,0.0,07-2023
2008-02-29,0.0,07-2023
2008-03-31,40.0,07-2023
2008-04-30,0.0,07-2023
2008-05-31,0.0,07-2023
2008-06-30,0.0,07-2023
2008-07-31,0.0,07-2023
2008-08-31,0.0,07-2023
2008-09-30,0.0,07-2023
2008-10-31,84.0,07-2023
2008-11-30,42.0,07-2023
2008-12-31,875.0,07-2023
2009-01-31,293.41999999999996,07-2023
2009-02-28,0.0,07-2023
2009-03-31,0.0,07-2023
2009-04-30,42.0,07-2023
2009-05-31,0.0,07-2023
2009-06-30,0.0,07-2023
2009-07-31,0.0,07-2023
2009-08-31,900.0,07-2023
2009-09-30,0.0,07-2023
2009-10-31,646.68,07-2023
2009-11-30,351.1,07-2023
2009-12-31,0.0,07-2023
2010-01-31,3007.06,07-2023
2010-02-28,0.0,07-2023
2010-03-31,0.0,07-2023
2010-04-30,1027.72,07-2023
2010-05-31,0.0,07-2023
2010-06-30,32.25,07-2023
2010-07-31,0.0,07-2023
2010-08-31,0.0,07-2023
2010-09-30,174.03,07-2023
2010-10-31,236.87,07-2023
2010-11-30,80.1,07-2023
2010-12-31,119.68,07-2023
2011-01-31,0.0,07-2023
2011-02-28,4091.58,07-2023
2011-03-31,0.0,07-2023
2011-04-30,247.79999999999998,07-2023
2011-05-31,40.94,07-2023
2011-06-30,56.96,07-2023
2011-07-31,0.0,07-2023
2011-08-31,2701.76,07-2023
2011-09-30,19.15,07-2023
2011-10-31,44.5,07-2023
2011-11-30,65.95,07-2023
2011-12-31,571.4300000000001,07-2023
2012-01-31,789.3199999999999,07-2023
2012-02-29,0.0,07-2023
2012-03-31,173.8,07-2023
2012-04-30,403.9,07-2023
2012-05-31,195.47,07-2023
2012-06-30,767.97,07-2023
2012-07-31,172.0,07-2023
2012-08-31,442.2,07-2023
2012-09-30,1475.9,07-2023
2012-10-31,208.45,07-2023
2012-11-30,763.3,07-2023
2012-12-31,617.48,07-2023
2013-01-31,321.98,07-2023
2013-02-28,266.25,07-2023
2013-03-31,334.06,07-2023
2013-04-30,3312.8299999999995,07-2023
2013-05-31,618.26,07-2023
2013-06-30,75.55,07-2023
2013-07-31,941.51,07-2023
2013-08-31,143.57,07-2023
2013-09-30,402.0,07-2023
2013-10-31,426.86,07-2023
2013-11-30,323.75,07-2023
2013-12-31,393.28,07-2023
2014-01-31,334.96,07-2023
2014-02-28,519.13,07-2023
2014-03-31,622.11,07-2023
2014-04-30,6353.959999999999,07-2023
2014-05-31,191.55,07-2023
2014-06-30,587.65,07-2023
2014-07-31,146.0,07-2023
2014-08-31,268.0,07-2023
2014-09-30,146.0,07-2023
2014-10-31,0.0,07-2023
2014-11-30,633.0,07-2023
2014-12-31,918.92,07-2023
2015-01-31,0.0,07-2023
2015-02-28,1692.26,07-2023
2015-03-31,0.0,07-2023
2015-04-30,640.88,07-2023
2015-05-31,2814.56,07-2023
2015-06-30,0.0,07-2023
2015-07-31,0.0,07-2023
2015-08-31,2893.7599999999998,07-2023
2015-09-30,68.28,07-2023
2015-10-31,0.0,07-2023
2015-11-30,894.35,07-2023
2015-12-31,1353.46,07-2023
2016-01-31,1296.68,07-2023
2016-02-29,1754.7,07-2023
2016-03-31,137.39,07-2023
2016-04-30,0.0,07-2023
2016-05-31,562.1800000000001,07-2023
2016-06-30,664.0,07-2023
2016-07-31,303.14,07-2023
2016-08-31,3781.87,07-2023
2016-09-30,1442.6399999999999,07-2023
2016-10-31,708.3900000000001,07-2023
2016-11-30,692.7,07-2023
2016-12-31,1218.72,07-2023
2017-01-31,766.12,07-2023
2017-02-28,270.6,07-2023
2017-03-31,329.67,07-2023
2017-04-30,318.22,07-2023
2017-05-31,0.0,07-2023
2017-06-30,211.64,07-2023
2017-07-31,440.0,07-2023
2017-08-31,77.63,07-2023
2017-09-30,641.3599999999999,07-2023
2017-10-31,797.36,07-2023
2017-11-30,283.0,07-2023
2017-12-31,0.0,07-2023
2018-01-31,334.48,07-2023
2018-02-28,0.0,07-2023
2018-03-31,1726.16,07-2023
2018-04-30,1197.01,07-2023
2018-05-31,1155.03,07-2023
2018-06-30,285.0,07-2023
2018-07-31,791.41,07-2023
2018-08-31,423.1,07-2023
2018-09-30,1298.37,07-2023
2018-10-31,1178.6,07-2023
2018-11-30,1123.06,07-2023
2018-12-31,605.53,07-2023
2019-01-31,0.0,07-2023
2019-02-28,571.96,07-2023
2019-03-31,1522.15,07-2023
2019-04-30,115.5,07-2023
2019-05-31,0.0,07-2023
2019-06-30,362.72,07-2023
2019-07-31,0.0,07-2023
2019-08-31,416.0,07-2023
2019-09-30,0.0,07-2023
2019-10-31,0.0,07-2023
2019-11-30,305.09000000000003,07-2023
2019-12-31,1096.6,07-2023
2020-01-31,2033.41,07-2023
2020-02-29,485.08000000000004,07-2023
2020-03-31,1348.39,07-2023
2020-04-30,223.29,07-2023
2020-05-31,0.0,07-2023
2020-06-30,371.6,07-2023
2020-07-31,2090.85,07-2023
2020-08-31,4376.7699999999995,07-2023
2020-09-30,1355.0,07-2023
2020-10-31,478.51,07-2023
2020-11-30,6467.799999999999,07-2023
2020-12-31,3379.56,07-2023
2021-01-31,2647.2799999999997,07-2023
2021-02-28,4877.8,07-2023
2021-03-31,0.0,07-2023
2021-04-30,2169.65,07-2023
2021-05-31,1996.29,07-2023
2021-06-30,3518.28,07-2023
2021-07-31,868.1700000000001,07-2023
2021-08-31,4106.34,07-2023
2021-09-30,2975.21,07-2023
2021-10-31,8844.05,07-2023
2021-11-30,20762.16,07-2023
2021-12-31,4918.01,07-2023
2022-01-31,2800.83,07-2023
2022-02-28,7095.93,07-2023
2022-03-31,500.84,07-2023
2022-04-30,187.04,07-2023
2022-05-31,6675.91,07-2023
2022-06-30,17666.47,07-2023
2022-07-31,7143.08,07-2023
2022-08-31,9772.699999999999,07-2023
2022-09-30,738.1399999999999,07-2023
2022-10-31,6794.18,07-2023
2022-11-30,4276.29,07-2023
2022-12-31,11107.880000000001,07-2023
2023-01-31,18555.62,07-2023
2023-02-28,6668.27,07-2023
2023-03-31,17253.29,07-2023
2023-04-30,10153.82,07-2023
2023-05-31,13064.52,07-2023
2023-06-30,415650.06,07-2023
2023-07-31,4484278.82,07-2023
2006-11-30,113.4,08-2022
2006-12-31,3074.0899999999997,08-2022
2007-01-31,1747.37,08-2022
2007-02-28,0.0,08-2022
2007-03-31,2346.06,08-2022
2007-04-30,415.8,08-2022
2007-05-31,594.48,08-2022
2007-06-30,389.79,08-2022
2007-07-31,422.08,08-2022
2007-08-31,0.0,08-2022
2007-09-30,0.0,08-2022
2007-10-31,155.6,08-2022
2007-11-30,0.0,08-2022
2007-12-31,32.63,08-2022
2008-01-31,0.0,08-2022
2008-02-29,0.0,08-2022
2008-03-31,40.0,08-2022
2008-04-30,0.0,08-2022
2008-05-31,0.0,08-2022
2008-06-30,0.0,08-2022
2008-07-31,0.0,08-2022
2008-08-31,0.0,08-2022
2008-09-30,0.0,08-2022
2008-10-31,84.0,08-2022
2008-11-30,42.0,08-2022
2008-12-31,875.0,08-2022
2009-01-31,293.41999999999996,08-2022
2009-02-28,0.0,08-2022
2009-03-31,0.0,08-2022
2009-04-30,42.0,08-2022
2009-05-31,0.0,08-2022
2009-06-30,0.0,08-2022
2009-07-31,0.0,08-2022
2009-08-31,900.0,08-2022
2009-09-30,0.0,08-2022
2009-10-31,646.68,08-2022
2009-11-30,351.1,08-2022
2009-12-31,0.0,08-2022
2010-01-31,3007.06,08-2022
2010-02-28,0.0,08-2022
2010-03-31,0.0,08-2022
2010-04-30,1027.72,08-2022
2010-05-31,0.0,08-2022
2010-06-30,32.25,08-2022
2010-07-31,0.0,08-2022
2010-08-31,0.0,08-2022
2010-09-30,174.03,08-2022
2010-10-31,236.87,08-2022
2010-11-30,80.1,08-2022
2010-12-31,119.68,08-2022
2011-01-31,0.0,08-2022
2011-02-28,4091.58,08-2022
2011-03-31,0.0,08-2022
2011-04-30,247.79999999999998,08-2022
2011-05-31,40.94,08-2022
2011-06-30,56.96,08-2022
2011-07-31,0.0,08-2022
2011-08-31,2701.76,08-2022
2011-09-30,19.15,08-2022
2011-10-31,44.5,08-2022
2011-11-30,65.95,08-2022
2011-12-31,571.4300000000001,08-2022
2012-01-31,789.3199999999999,08-2022
2012-02-29,0.0,08-2022
2012-03-31,173.8,08-2022
2012-04-30,403.9,08-2022
2012-05-31,195.47,08-2022
2012-06-30,767.97,08-2022
2012-07-31,172.0,08-2022
2012-08-31,442.2,08-2022
2012-09-30,1475.9,08-2022
2012-10-31,208.45,08-2022
2012-11-30,763.3,08-2022
2012-12-31,617.48,08-2022
2013-01-31,321.98,08-2022
2013-02-28,266.25,08-2022
2013-03-31,334.06,08-2022
2013-04-30,3312.8299999999995,08-2022
2013-05-31,618.26,08-2022
2013-06-30,75.55,08-2022
2013-07-31,941.51,08-2022
2013-08-31,143.57,08-2022
2013-09-30,402.0,08-2022
2013-10-31,426.86,08-2022
2013-11-30,323.75,08-2022
2013-12-31,393.28,08-2022
2014-01-31,334.96,08-2022
2014-02-28,519.13,08-2022
2014-03-31,622.11,08-2022
2014-04-30,6353.959999999999,08-2022
2014-05-31,191.55,08-2022
2014-06-30,587.65,08-2022
2014-07-31,146.0,08-2022
2014-08-31,268.0,08-2022
2014-09-30,146.0,08-2022
2014-10-31,0.0,08-2022
2014-11-30,633.0,08-2022
2014-12-31,918.92,08-2022
2015-01-31,0.0,08-2022
2015-02-28,1692.26,08-2022
2015-03-31,0.0,08-2022
2015-04-30,640.88,08-2022
2015-05-31,2814.56,08-2022
2015-06-30,0.0,08-2022
2015-07-31,0.0,08-2022
2015-08-31,2893.7599999999998,08-2022
2015-09-30,68.28,08-2022
2015-10-31,0.0,08-2022
